chunk_id,chunk_text,clause_type,clause_domain,clause_subdomain,jurisdiction,regulation,document_name,clause_title,clause_number,keywords,entities,hierarchy_path,search_score,reranker_score,caption
86949535-56a7-4aad-8340-09a2d2e9e776,"4. A health carrier shall have a procedure by which an enrollee with a life-threatening
condition or disease, or a degenerative and disabling condition or disease, either of which
requires specialized medical care over a prolonged period of time, may receive a referral
to a specialty care center with expertise in treating the life-threatening or degenerative
and disabling disease or condition. If the health carrier, or the primary care provider or a
specialist designated pursuant to this section...",consent,Policy Management|Individual Rights Processing,"Policies, Standards, and Guidelines Management|Consent",Missouri,HIPAA,"""Health Services Corporations Act - Missouri 1983""",4. A health carrier shall have a procedure by which an enrollee with a life-threatening,4,,,"(1) ""Corporation"", a domestic health services corporation subject to the provisions of > (2) ""Director"", the director of the department of commerce and insurance of the state of > (3) ""Health services"", the health care and services provided by hospitals, or other > (4) ""Health services corporation"", any not-for-profit corporation heretofore or > (5) ""Member"" or ""beneficiary"", a natural person who is entitled to receive health > (6) ""Membership contract"", any agreement, contract or certificate by which a health > (5) Requests a hearing or review pursuant to this section. > 4. A health carrier shall have a procedure by which an enrollee with a life-threatening",2.5766497,0,
69318ae5-1387-438d-9bb8-d11d4caa000c,"Chapter V
Processing authorisation

Part 9
Authorisation to process data
26 .- (1) Before a data processor initiates processing to be carried out for a private data
controller, authorisation has to be obtained from the Data Protection Agency where
1) the processing of data is carried out for the purpose of warning others against having
business relations or accepting employment with a data subject,
2) the processing is carried out for the purpose of commercial disclosure of data for the
assessme...",consent,Data Lifecycle Management|Third-Party Risk Management,"Third-Party Contract and Service Initiation|Lawfulness, Fairness, Transparency|Record of Processing",Denmark,GDPR,"""Data Protection Act - Denmark 2018""",Part 9,General,data processor|data controller|processing|Data Protection Agency,data subject|controller|processor,Chapter I > Part 9,2.5108964,0,
fc1b2de3-c0dc-4696-8a6a-fad6b6b7a1a0,"(7) ""Intermediary"", a person authorized to negotiate and execute provider contracts
with health carriers on behalf of health care providers or on behalf of a network;

(8) ""Managed care plan"", a health benefit plan that either requires an enrollee to use,
or creates incentives, including financial incentives, for an enrollee to use health care
providers managed, owned, under contract with or employed by the health carrier;",consent,Third-Party Risk Management|Policy Management,"Third-Party Contract and Service Initiation|Policies, Standards, and Guidelines Management",Missouri,HIPAA,"""Health Services Corporations Act - Missouri 1983""","(7) ""Intermediary"", a person authorized to negotiate and execute provider contracts",General,,,"(1) ""Corporation"", a domestic health services corporation subject to the provisions of > (2) ""Director"", the director of the department of commerce and insurance of the state of > (3) ""Health services"", the health care and services provided by hospitals, or other > (4) ""Health services corporation"", any not-for-profit corporation heretofore or > (5) ""Member"" or ""beneficiary"", a natural person who is entitled to receive health > (6) ""Membership contract"", any agreement, contract or certificate by which a health > (7) ""Intermediary"", a person authorized to negotiate and execute provider contracts",2.461776,0,
c8879bf2-af82-4301-ba14-0094a71b15fa,"19. - 21. gr. Act on the Security of Network and Information Systems of Important Infrastructure.] »,
„Act No. 78/2019, Article 30.
[47. gr. d. Regulatory authority.
The Minister, after receiving a statement from the Data Protection Authority and the National Commissioner of Police, shall issue further instructions in
Regulation „on the activities of a network security team in accordance with this Act. It shall, among other things, deal with
handling notifications and classification systems for ...",consent,Policy Management|Information Security|Incident Response|Individual Rights Processing,"Notice and Disclosure|Policies, Standards, and Guidelines Management|Incident Management|Information Protection Processes and Procedures",Iceland,GDPR,"""Telecommunications Act - Iceland 2003""","19. - 21. gr. Act on the Security of Network and Information Systems of Important Infrastructure.] »,",19,consent|privacy policy|personal information|processing|data protection authority|security incident,,"Chapter I. Objectives and scope. Electronic Communications Board. > Article 1 Objectives and scope. > Article 2 Electronic Communications Board. > Chapter V. Markets. > Article 14 Act on the Security of Network and Information Systems of Important Infrastructure. The cyber security team shall promptly urge > 19. - 21. gr. Act on the Security of Network and Information Systems of Important Infrastructure.] »,",2.2412384,0,
4d413bad-c7a5-498b-94af-dcdd5b998bae,"Article 50 Access locks.
Electronic communications undertakings entrusted with universal service shall, at the request of the subscriber, lock in certain

Article 51 Number display.
types of calls or for calls in certain number ranges, free of charge.
Electronic communications companies that operate public [voice and mobile phone services] „shall offer users
number publication in accordance with the provisions of the Act on Personal Data Protection [and the Processing of Personal Data]. „Post an...",consent,Individual Rights Processing|Policy Management,Data Subject Rights|Notice and Disclosure,Iceland,GDPR,"""Telecommunications Act - Iceland 2003""",Article 51 Number display.,51,personal data|data protection|processing of personal data,Personal Data,Chapter I. Objectives and scope. Electronic Communications Board. > Article 1 Objectives and scope. > Article 2 Electronic Communications Board. > Chapter X [Voice and mobile services.] . > Article 51 Number display.,2.1885767,0,
637f3fc2-3321-497f-953f-2cd4a05f2da9,"(1) In general
A communication by a covered entity or business associate that is about a product or service and that encourages
recipients of the communication to purchase or use the product or service shall not be considered a health care
operation for purposes of subpart E of part 164 of title 45, Code of Federal Regulations, unless the communication is
made as described in subparagraph (i), (ii), or (iii) of paragraph (1) of the definition of marketing in section 164.501
of such title.

(2) P...",consent,Policy Management|Data Lifecycle Management|Individual Rights Processing,"Notice and Disclosure|Lawfulness, Fairness, Transparency",US,HIPAA,"""HITECH Act - US Health Information Technology for Economic and Clinical Health 2009""",(1) In general,1178,covered entity|business associate|health care operation|marketing|payment|communication,recipient,"CHAPTER 156-HEALTH INFORMATION TECHNOLOGY > PART B-RELATIONSHIP TO OTHER LAWS; REGULATORY REFERENCES; EFFECTIVE DATE; REPORTS > §17951. Relationship to other laws > (a) Application of HIPAA State preemption > Section 1178 of the Social Security Act (42 U.S.C. 1320d-7) shall apply to a provision or requirement under this > §17953. Studies, reports, guidance > (1) In general",2.076882,0,
611d634d-7d7b-484a-9fb4-1668748eb911,"(c) Indemnity benefits, in addition to those relating to out-of-area and emergency
services, provided through insurers or health services corporations;

(7) Offer as an option one or more health benefit plans which contain deductibles,
coinsurance, coinsurance differentials, or variable co-payments. Health benefit plans
offered under this section that contain deductibles shall be permitted only when
combined with any health savings account or health reimbursement account as described
in the Medi...",consent,Policy Management|Strategy and Governance,"Policies, Standards, and Guidelines Management|Regulatory Affairs|Program Principles and Strategy",Missouri,HIPAA,"""Health Services Corporations Act - Missouri 1983""","(c) Indemnity benefits, in addition to those relating to out-of-area and emergency",General,health savings account|health reimbursement account,,"(1) ""Corporation"", a domestic health services corporation subject to the provisions of > (2) ""Director"", the director of the department of commerce and insurance of the state of > (3) ""Health services"", the health care and services provided by hospitals, or other > (4) ""Health services corporation"", any not-for-profit corporation heretofore or > (5) ""Member"" or ""beneficiary"", a natural person who is entitled to receive health > (6) ""Membership contract"", any agreement, contract or certificate by which a health > (c) Indemnity benefits, in addition to those relating to out-of-area and emergency",1.8243864,0,
1a6f8165-e342-48ff-9b7c-8a35a1f92691,"(2) the protected health information pertains solely to a health care item or service for which the health care
provider involved has been paid out of pocket in full.

(b) Disclosures required to be limited to the limited data set or the minimum necessary",consent,Individual Rights Processing|Data Lifecycle Management,Data Subject Rights|Data Minimization,US,HIPAA,"""HITECH Act - US Health Information Technology for Economic and Clinical Health 2009""",(2) the protected health information pertains solely to a health care item or service for which the health care,General,protected health information|limited data set|minimum necessary,,CHAPTER 156-HEALTH INFORMATION TECHNOLOGY > PART A-IMPROVED PRIVACY PROVISIONS AND SECURITY PROVISIONS > §17931. Application of security provisions and penalties to business associates of > (a) Application of security provisions > (b) Application of civil and criminal penalties > §17935. Restrictions on certain disclosures and sales of health information; > (2) the protected health information pertains solely to a health care item or service for which the health care,1.823163,0,
9ff32e94-7735-47ed-b59b-6f3c94fd9edb,"(1) In the case of group health plans offered to employers of fifty or fewer employees,
the decision to accept or reject the additional open referral plan offering shall be made by
the group contract holder. For health plans marketed to employers of over fifty
employees, the decision to accept or reject shall be made by the employee;

(2) Contracts currently in existence shall offer the additional open referral health plan
at the next annual renewal after August 28, 1997; however, multiyear grou...",consent,Policy Management,"Notice and Disclosure|Policies, Standards, and Guidelines Management",Missouri,HIPAA,"""Health Services Corporations Act - Missouri 1983""","(1) In the case of group health plans offered to employers of fifty or fewer employees,",General,group contract holder,,"(1) ""Corporation"", a domestic health services corporation subject to the provisions of > (2) ""Director"", the director of the department of commerce and insurance of the state of > (3) ""Health services"", the health care and services provided by hospitals, or other > (4) ""Health services corporation"", any not-for-profit corporation heretofore or > (5) ""Member"" or ""beneficiary"", a natural person who is entitled to receive health > (6) ""Membership contract"", any agreement, contract or certificate by which a health > (1) In the case of group health plans offered to employers of fifty or fewer employees,",1.6011513,0,
ef36efaf-6899-4335-aecb-87a796ad58b8,"Section 27-21A-26
State Health Officer's and commissioner's authority to contract.
The State Health Officer and the commissioner, in carrying out their obligations under
this chapter, may contract with qualified persons to make recommendations
concerning the determinations required to be made by them. Such recommendations
may be accepted in full or in part by the State Health Officer or commissioner.
(Acts 1986, No. 86-471, p. 854, §26.)

Section 27-21A-27
Acquisition of control of or merger of ...",consent,Strategy and Governance|Third-Party Risk Management,Regulatory Affairs|Third-Party Contract and Service Initiation,Alabama,HIPAA,"""Health Maintenance Organization Act - Alabama 1986""",Section 27-21A-26,27,control,,"Title 10, Chapter 4, Article 6 and Title 27, an insurer or a health care service plan may > Section 27-21A-16 > (a) The commissioner may make an examination of the affairs of any health > (b) The State Health Officer may make an examination concerning health care service > (c) Every health maintenance organization shall submit its relevant books and records > Section 27-21A-26",0.037640743,0,
f24fcc14-8c6c-4fa1-902e-9112db094c3e,"(2) To demonstrate the effectiveness of the operator's products or services, including their marketing.

(f) This Code section shall not be construed to limit the authority of a law enforcement agency to obtain
any content or student data from an operator as authorized by law or pursuant to an order of a court of
competent jurisdiction.",consent,Data Lifecycle Management|Information Security,"Lawfulness, Fairness, Transparency|Data Retention",Georgia,FERPA,"""Student Data Privacy Act - Georgia 2015""","(2) To demonstrate the effectiveness of the operator's products or services, including their marketing.",15,operator|student data|law enforcement agency,,"TITLE 20. EDUCATION > CHAPTER 2. ELEMENTARY > ARTICLE 15. STUDENT DATA PRIVACY, ACCESSIBILITY, AND > § 20-2-666. Activities by operators; limitations > (a) An operator shall not knowingly engage in any of the following activities with respect to such > (1) Use student data to engage in behaviorally targeted advertising on the operator's site, service, or > (2) To demonstrate the effectiveness of the operator's products or services, including their marketing.",0.037640743,0,
42a54e70-7daa-4db4-adf5-d7ef400580c1,"(m) Nothing in this Code section or this article prevents the department or local board of education and
their employees from recommending, directly or via a product or service, any educational materials,
online content, services, or other products to any student or his or her family if the department or local
board of education determines that such products will benefit the student and does not receive
compensation for developing, enabling, or communicating such recommendations.
History
Code 19...",consent,Policy Management|Strategy and Governance,"Notice and Disclosure|Policies, Standards, and Guidelines Management|Regulatory Affairs",Georgia,FERPA,"""Student Data Privacy Act - Georgia 2015""",(m) Nothing in this Code section or this article prevents the department or local board of education and,15,transparency,,"TITLE 20. EDUCATION > CHAPTER 2. ELEMENTARY > ARTICLE 15. STUDENT DATA PRIVACY, ACCESSIBILITY, AND > § 20-2-666. Activities by operators; limitations > (a) An operator shall not knowingly engage in any of the following activities with respect to such > (1) Use student data to engage in behaviorally targeted advertising on the operator's site, service, or > (m) Nothing in this Code section or this article prevents the department or local board of education and",0.037640743,0,
6b43733d-965f-42c0-8af6-893c1296e399,"Article 72 Suspension of telecommunications.
During times of war, the [Minister] may, in accordance with a decision of the Government, order the suspension of electronic
communicationswhich are considered dangerous to the security of the state.
In emergencies, such as volcanic eruptions, earthquakes, avalanches, etc., the [Minister] „may, upon request
National Commissioner of Police ... . prescribes restrictions on electronic communications that may interfere with emergency and security communic...",consent,Policy Management|Information Security|Incident Response,"Policies, Standards, and Guidelines Management|Incident Management|Recovery Planning",Iceland,GDPR,"""Telecommunications Act - Iceland 2003""",Article 72 Suspension of telecommunications.,72,compliance|security|authorization|general authorization|special obligations|rights|breach|rectify|violations|measures|decision,,Chapter I. Objectives and scope. Electronic Communications Board. > Article 1 Objectives and scope. > Article 2 Electronic Communications Board. > Chapter X [Voice and mobile services.] . > Article 72 Suspension of telecommunications.,0.037640743,0,
0cafd5cb-f7ed-487d-8fd5-6715fe7369c8,"(16) ""Uncovered expenditures"", the costs of health care services that are covered by a
health maintenance organization, but that are not guaranteed, insured, or assumed by a
person or organization other than the health maintenance organization, or those costs
which a provider has not agreed to forgive enrollees if the provider is not paid by the
health maintenance organization.
(L. 1983 H.B. 127, A.L. 1997 H.B. 335, A.L. 2007 S.B. 66)
354.400 8/28/2007
354.405. Certificate of authority, who may ...",consent,Strategy and Governance|Third-Party Risk Management,Regulatory Affairs|Third-Party Contract and Service Initiation,Missouri,HIPAA,"""Health Services Corporations Act - Missouri 1983""","(16) ""Uncovered expenditures"", the costs of health care services that are covered by a",General,compliance,,"(1) ""Corporation"", a domestic health services corporation subject to the provisions of > (2) ""Director"", the director of the department of commerce and insurance of the state of > (3) ""Health services"", the health care and services provided by hospitals, or other > (4) ""Health services corporation"", any not-for-profit corporation heretofore or > (5) ""Member"" or ""beneficiary"", a natural person who is entitled to receive health > (6) ""Membership contract"", any agreement, contract or certificate by which a health > (16) ""Uncovered expenditures"", the costs of health care services that are covered by a",0.037640743,0,
b7b4214e-98d4-4cda-9b90-2d04f854903c,"(c) A distribution from the health savings account or health reimbursement account to
pay a health care provider for a qualified medical expense is made within thirty days of
the submission of a claim.

2. Prior to the exercise of any power granted in subdivision (1) or (2) of subsection 1 of
this section, involving an amount in excess of five hundred thousand dollars, a health
maintenance organization shall file notice, with adequate supporting information, with
the director. The director shall...",consent,Policy Management|Strategy and Governance,Notice and Disclosure|Regulatory Affairs|Compliance Monitoring,Missouri,HIPAA,"""Health Services Corporations Act - Missouri 1983""",(c) A distribution from the health savings account or health reimbursement account to,General,,,"(1) ""Corporation"", a domestic health services corporation subject to the provisions of > (2) ""Director"", the director of the department of commerce and insurance of the state of > (3) ""Health services"", the health care and services provided by hospitals, or other > (4) ""Health services corporation"", any not-for-profit corporation heretofore or > (5) ""Member"" or ""beneficiary"", a natural person who is entitled to receive health > (6) ""Membership contract"", any agreement, contract or certificate by which a health > (c) A distribution from the health savings account or health reimbursement account to",0.037640743,0,
b6880e0c-5cb3-452c-b666-09386c9f53c7,"(6) The contracting with an insurance company licensed in this state to do business in
this state, or a health care service plan authorized to transact business in this state, for
the provision of insurance, indemnity, or reimbursement against the cost of health care
services provided by the health maintenance organization.

(7) The offering of other health care services, in addition to basic health care services
or other required health care services.
(b)(1) A health maintenance organization sh...",consent,Strategy and Governance|Third-Party Risk Management,Regulatory Affairs|Third-Party Contract and Service Initiation|Compliance Monitoring,Alabama,HIPAA,"""Health Maintenance Organization Act - Alabama 1986""",(6) The contracting with an insurance company licensed in this state to do business in,27,compliance,30 days,"Section 27-21A-1 > (1) AGENT. A person who is appointed or employed by a health maintenance > (2) BASIC HEALTH CARE SERVICES. Emergency care, inpatient hospital and > (3) COMMISSIONER. The Commissioner of Insurance. > (4) ENROLLEE. An individual who is enrolled in a health maintenance organization. > Section 27-21A-4 > (6) The contracting with an insurance company licensed in this state to do business in",0.035842545,0,
d20e0761-0fd0-401b-971d-8fa2744c2cc2,"Section 27-21A-32
HMO enrollment requirements.

(a) The state government, or any agency, board, commission, institution, or political
subdivision thereof, and any city or county, or board of education, which offers its
employees a health benefits plan may make available to and inform its employees or
members of the option to enroll in at least one health maintenance organization
holding a valid certificate of authority which provides health care services in the
geographic areas in which such emp...",consent,Policy Management,"Notice and Disclosure|Policies, Standards, and Guidelines Management",Alabama,HIPAA,"""Health Maintenance Organization Act - Alabama 1986""","(a) The state government, or any agency, board, commission, institution, or political",27,,,"Title 10, Chapter 4, Article 6 and Title 27, an insurer or a health care service plan may > Section 27-21A-16 > (a) The commissioner may make an examination of the affairs of any health > (b) The State Health Officer may make an examination concerning health care service > (c) Every health maintenance organization shall submit its relevant books and records > Section 27-21A-32 > (a) The state government, or any agency, board, commission, institution, or political",0.035842545,0,
b4e8ad3d-c3c5-4cf6-8ac5-7aa8f980b85d,"§ 15. Lawfulness of processing of personal data
Law enforcement authorities may process personal data pursuant to law if the processing thereof is required for
performance of the functions arising from the purpose of prevention, detection and proceedings of offences and
execution of punishments.

§ 16. Processing of personal data for purposes different from initial ones",consent,Data Lifecycle Management|Individual Rights Processing,"Lawfulness, Fairness, Transparency",Estonia,GDPR,"""Personal Data Protection Act - Estonia 2019""",§ 15. Lawfulness of processing of personal data,General,processing of personal data|lawfulness|law enforcement authorities|purpose of prevention|detection|execution of punishments,personal data,Chapter 1 > § 1. Scope of regulation of Act > Division 2 > § 14. Principles of processing personal data > § 15. Lawfulness of processing of personal data,0.035842545,0,
e0e58bce-9fcc-46ca-82f8-819e7eab3e73,"2. A claim by a health care provider for any uncovered expenditures has priority over
claims of other health care providers, provided such provider of services agrees not to
assert such claim against any enrollee of the health maintenance organization.
(L. 1983 H.B. 127)
*Word ""chapter"" appears in original rolls.
354.480 8/28/1983
354.485. Rules and regulations authorized. - The director may promulgate such
reasonable rules and regulations in accordance with chapter 536 as are necessary or
prope...",consent,Policy Management|Strategy and Governance,Notice and Disclosure|Regulatory Affairs|Compliance Monitoring,Missouri,HIPAA,"""Health Services Corporations Act - Missouri 1983""",2. A claim by a health care provider for any uncovered expenditures has priority over,2,rules and regulations|certificate of authority|denial|suspension|revocation|restrictions|conditions|hearing|written findings|review|jurisdiction,,"(1) ""Corporation"", a domestic health services corporation subject to the provisions of > (2) ""Director"", the director of the department of commerce and insurance of the state of > (3) ""Health services"", the health care and services provided by hospitals, or other > (4) ""Health services corporation"", any not-for-profit corporation heretofore or > (5) ""Member"" or ""beneficiary"", a natural person who is entitled to receive health > (6) ""Membership contract"", any agreement, contract or certificate by which a health > (10) The health maintenance organization has otherwise failed to substantially comply > 2. A claim by a health care provider for any uncovered expenditures has priority over",0.035842545,0,
832f597b-36c7-4003-b312-caf6f95370d6,"2. By January 1, 1988, any person or other legal entity that is operating a prepaid
dental plan in this state must submit an application for a certificate of authority to the
director. Each such applicant may continue to operate until the director acts upon the
application.

3. A prepaid dental plan corporation shall not be subject to the laws of this state
relating to insurance or insurance companies except as herein provided.
(L. 1987 S.B. 272 § 2)
354.702 8/28/1987
354.703. Director may order...",consent,Policy Management|Strategy and Governance,Notice and Disclosure|Compliance Monitoring|Regulatory Affairs,Missouri,HIPAA,"""Health Services Corporations Act - Missouri 1983""","2. By January 1, 1988, any person or other legal entity that is operating a prepaid",2,certificate of authority|director|cease and desist|noncompliance|hearing|judicial review,,"(1) ""Corporation"", a domestic health services corporation subject to the provisions of > (2) ""Director"", the director of the department of commerce and insurance of the state of > (3) ""Health services"", the health care and services provided by hospitals, or other > (4) ""Health services corporation"", any not-for-profit corporation heretofore or > (5) ""Member"" or ""beneficiary"", a natural person who is entitled to receive health > (6) ""Membership contract"", any agreement, contract or certificate by which a health > (6) ""Provider"", any person licensed as a dentist pursuant to chapter 332. > 2. By January 1, 1988, any person or other legal entity that is operating a prepaid",0.035842545,0,
8dff2dcb-45bf-4659-852a-adf486348057,"2. If a health maintenance organization plan provides that coverage of a dependent
child terminates upon attainment of the limiting age for dependent children, such plan, so
long as it remains in force, until the dependent child attains the limiting age, shall remain
in force at the option of the enrollee. The enrollee's election for continued coverage under
this section shall be furnished to the health maintenance organization within thirty-one
days after the child's attainment of the limiting ...",consent,Policy Management|Individual Rights Processing,"Notice and Disclosure|Policies, Standards, and Guidelines Management",Missouri,HIPAA,"""Health Services Corporations Act - Missouri 1983""",2. If a health maintenance organization plan provides that coverage of a dependent,2,,,"(1) ""Corporation"", a domestic health services corporation subject to the provisions of > (2) ""Director"", the director of the department of commerce and insurance of the state of > (3) ""Health services"", the health care and services provided by hospitals, or other > (4) ""Health services corporation"", any not-for-profit corporation heretofore or > (5) ""Member"" or ""beneficiary"", a natural person who is entitled to receive health > (6) ""Membership contract"", any agreement, contract or certificate by which a health > (2001) Section falls within savings clause of Employee Retirement Income Security Act > 2. If a health maintenance organization plan provides that coverage of a dependent",0.035842545,0,
95a38cbf-cc5c-4037-a201-d16c2660bd49,"(1) Any person who processes personal data in the name of a controller or processor is required to process these
data only in accordance with the instructions given by the controller, unless otherwise provided by law.

(2) The right of the person to process personal data in the name of the controller or processor must be based on
law, legislation issued pursuant to law, contract entered into between the controller or processor and the person
or the legal instrument governing the service relation...",consent,Third-Party Risk Management|Data Lifecycle Management,"Data Use|Third-Party Contract and Service Initiation|Lawfulness, Fairness, Transparency",Estonia,GDPR,"""Personal Data Protection Act - Estonia 2019""",(1) Any person who processes personal data in the name of a controller or processor is required to process these,General,personal data|controller|processor|law|contract,processor|personal data|controller,Chapter 1 > § 1. Scope of regulation of Act > Division 4 > § 29. Controller and processor of database > (1) The controller shall implement appropriate technical and organisational measures to ensure compliance > § 32. Processing of personal data in name of controller and processor > (1) Any person who processes personal data in the name of a controller or processor is required to process these,0.03449514,0,
190e4e3c-a034-4db1-801f-bd829ca75350,"(5) The processing of data in the cases regulated by subsections (1) - (4) may otherwise
take place if the conditions laid down in section 7 are satisfied.
9 .- (1) Data covered by Article 9(1) and Article 10 of the General Data Protection
Regulation may be processed where the processing is carried out for the sole purpose of
operating legal information systems of significant public importance and the processing is
necessary for operating such systems.

(2) Data covered by subsection (1) may not...",consent,Data Lifecycle Management|Individual Rights Processing,"Lawfulness, Fairness, Transparency|Data Minimization|Record of Processing",Denmark,GDPR,"""Data Protection Act - Denmark 2018""",(5) The processing of data in the cases regulated by subsections (1) - (4) may otherwise,9,processing|General Data Protection Regulation|Article 9(1)|Article 10|Article 6|purpose limitation,,"Chapter I > Part 3 > (2) To ascertain whether processing for another purpose is compatible with the purpose for > (3) Regardless of subsections (1) and (2), in consultation with the Minister of Justice and > Article 9(1) of the General Data Protection Regulation. > (4) The processing of data covered by Article 9(1) of the General Data Protection > (5) The processing of data in the cases regulated by subsections (1) - (4) may otherwise",0.03449514,0,
fdc6d30d-2449-4039-8c91-993d6f12d8a4,"(h) Nothing in this Code section shall authorize any additional cause of action beyond the process
described in this Code section or as otherwise authorized by state law.
History
Code 1981, § 20-2-667, enacted by Ga. L. 2015, p. 1031, § 1-1/SB 89.
OFFICIAL CODE OF GEORGIA ANNOTATED
Document: O.C.G.A. § 20-2-668
O.C.G.A. § 20-2-668
Copy Citation
Current through the 2020 Regular Session of the General Assembly
GA - Official Code of Georgia Annotated
AND SECONDARY EDUCATION
TRANSPARENCY

TITLE 20. ...",consent,Policy Management,"Policies, Standards, and Guidelines Management",Georgia,FERPA,"""Student Data Privacy Act - Georgia 2015""",(h) Nothing in this Code section shall authorize any additional cause of action beyond the process,15,transparency,,"TITLE 20. EDUCATION > CHAPTER 2. ELEMENTARY > ARTICLE 15. STUDENT DATA PRIVACY, ACCESSIBILITY, AND > § 20-2-667. Parental and student review of education record; model policies > (a) A parent shall have the right to inspect and review his or her child's education record maintained by > (b) A parent may request from the school or local board of education student data included in his or her > (h) Nothing in this Code section shall authorize any additional cause of action beyond the process",0.03449514,0,
0a2ebe42-6c8a-49c5-80eb-5a8ef3808e2c,"Article 5 Minimum rights attached to a general authorization.
Electronic communications companies that have a general authorization according to Article 4 have the right to operate an electronic communications network or
electronic communications services and to submit applications for authorization to set up facilities according to Article 69
General authorization provides companies that offer or intend to offer general electronic communications services and public electronic communications
net...",consent,Strategy and Governance|Policy Management|Third-Party Risk Management,"Regulatory Affairs|Policies, Standards, and Guidelines Management|Compliance Monitoring|Risk Identification and Assessment",Iceland,GDPR,"""Telecommunications Act - Iceland 2003""",Article 5 Minimum rights attached to a general authorization.,5,protection of personal data|privacy|unauthorized access|security of public networks|integrity of public electronic communications networks,immediately|personal data,"Chapter I. Objectives and scope. Electronic Communications Board. > Article 1 Objectives and scope. > Article 2 Electronic Communications Board. > 1. achieve extensive co-operation between the market, consumers, public institutions and ministries > Article 5 Minimum rights attached to a general authorization.",0.03449514,0,
87298d1d-bbb1-4389-afae-1f42b8351f81,"Article 74 Penalties.
Violations of this Act and regulations issued in accordance with it are subject to fines, but [imprisonment up to
two years] „if cases are serious or violations are repeated.
Violations of negligence shall only be subject to fines.
Violation of IX. chapters of the law on the protection of personal data and privacy concern penalties such as
laid down in the first paragraph. If such an offense is committed for the benefit of others, whether for their own benefit or for the be...",consent,Policy Management|Information Security|Incident Response,"Policies, Standards, and Guidelines Management|Incident Management|Breach Notification|Information Protection Processes and Procedures",Iceland,GDPR,"""Telecommunications Act - Iceland 2003""",Article 74 Penalties.,74,personal data|privacy|electronic communications|administrative fines|violations|supervision,15 days|personal data,Chapter I. Objectives and scope. Electronic Communications Board. > Article 1 Objectives and scope. > Article 2 Electronic Communications Board. > Chapter X [Voice and mobile services.] . > Article 74 Penalties.,0.03449514,0,
8c971114-8012-430d-889d-785db1fca553,"3. In the event that the applicant is a resident of another state in which the appropriate
insurance official, as a general policy, has refused to permit legal residents of Missouri to
become licensed as enrollment representatives and to transact the business of a health
services corporation in such state, then the director shall not license any applicant from
that state.
(L. 1983 H.B. 127)
354.240 8/28/1983
354.265. Nonrenewable temporary license issued, when. - A nonrenewable
temporary license...",consent,Policy Management,"Policies, Standards, and Guidelines Management",Missouri,HIPAA,"""Health Services Corporations Act - Missouri 1983""",3. In the event that the applicant is a resident of another state in which the appropriate,3,license|applicant|enrollment representatives|health services corporation|director|business reputation|violations|penalties|managing officers|authority to transact insurance|policyholders|stockholders|investors|creditors|members|public|illegal manipulation|fraudulent manipulation|assets|accounts,,"(1) ""Corporation"", a domestic health services corporation subject to the provisions of > (2) ""Director"", the director of the department of commerce and insurance of the state of > (3) ""Health services"", the health care and services provided by hospitals, or other > (4) ""Health services corporation"", any not-for-profit corporation heretofore or > (5) ""Member"" or ""beneficiary"", a natural person who is entitled to receive health > (6) ""Membership contract"", any agreement, contract or certificate by which a health > (2) That the appropriate official in that state certifies that the applicant holds a > 3. In the event that the applicant is a resident of another state in which the appropriate",0.03449514,0,
5123f088-3701-4568-9457-f6fc4df8ece9,"(2) That the corporation has, by contract of reinsurance or otherwise, transferred or
attempted to transfer substantially its entire property or business, or entered into any
transaction, the effect of which is to merge substantially its entire property or business in
the property or business of any other corporation, association, society, order, partnership
or individual without first having obtained the written approval of the director of the
department of commerce and insurance as provided by...",consent,Strategy and Governance|Third-Party Risk Management,Regulatory Affairs|Risk Identification and Assessment|Third-Party Contract and Service Initiation,Missouri,HIPAA,"""Health Services Corporations Act - Missouri 1983""","(2) That the corporation has, by contract of reinsurance or otherwise, transferred or",General,contract|transaction|property|business|approval|director|department of commerce and insurance|examination|hazardous|policyholders|creditors|public,,"(1) ""Corporation"", a domestic health services corporation subject to the provisions of > (2) ""Director"", the director of the department of commerce and insurance of the state of > (3) ""Health services"", the health care and services provided by hospitals, or other > (4) ""Health services corporation"", any not-for-profit corporation heretofore or > (5) ""Member"" or ""beneficiary"", a natural person who is entitled to receive health > (6) ""Membership contract"", any agreement, contract or certificate by which a health > (2) That the corporation has, by contract of reinsurance or otherwise, transferred or",0.03449514,0,
4d8a079b-1d40-47fa-b5c7-72c3fba148ec,"§ 23. Information provided upon notification of data subjects

(1) If an obligation to notify data subjects of processing of their personal data is provided by law, the controller
shall provide the following additional information to the data subject:
1) the information specified in subsection 22 (1) of this Act;
2) the legal basis for processing of personal data;
3) the retention period of personal data or the bases for determining the retention period;
4) the categories of the recipients to wh...",consent,Individual Rights Processing|Data Lifecycle Management,"Data Subject Rights|Data Retention|Lawfulness, Fairness, Transparency",Estonia,GDPR,"""Personal Data Protection Act - Estonia 2019""","(1) If an obligation to notify data subjects of processing of their personal data is provided by law, the controller",General,controller|data subject|personal data|legal basis|retention period|categories of recipients,data subject|personal data|controller,"Chapter 1 > § 1. Scope of regulation of Act > Division 3 > § 22. Information to be made available to data subjects > (1) The controller is required to disclose the following information: > § 23. Information provided upon notification of data subjects > (1) If an obligation to notify data subjects of processing of their personal data is provided by law, the controller",0.029364333,0,
